country,prov_name,iso_alpha3,data_year,total_precipitation,spei_index,drought_status,year,spei_Eastern Cape,spei_Free State,spei_Gauteng,spei_KwaZulu-Natal,spei_Limpopo,spei_Mpumalanga,spei_North West,spei_Northern Cape,spei_Western Cape,Total precipitation_Eastern Cape,Total precipitation_Free State,Total precipitation_Gauteng,Total precipitation_KwaZulu-Natal,Total precipitation_Limpopo,Total precipitation_Mpumalanga,Total precipitation_North West,Total precipitation_Northern Cape,Total precipitation_Western Cape,gwsa_Eastern Cape,gwsa_Free State,gwsa_Gauteng,gwsa_KwaZulu-Natal,gwsa_Limpopo,gwsa_Mpumalanga,gwsa_North West,gwsa_Northern Cape,gwsa_Western Cape,spei_status_Eastern Cape,spei_status_Free State,spei_status_Gauteng,spei_status_KwaZulu-Natal,spei_status_Limpopo,spei_status_Mpumalanga,spei_status_North West,spei_status_Northern Cape,spei_status_Western Cape
Namibia,KwaZulu-Natal,NAM,01/08/19,22.42588285,-3.619943,moderately wet,01/03/06,0.7019825,1.6935844,1.4098698,0.8069446,1.2180991,1.6907122,1.7717144,0.707975,-0.8677142,57.3261288,94.3099913,109.923181,113.004269,121.560142,153.853027,96.3852575,33.1404196,13.3231355,-2.1874313,-4.8601685,-2.9823077,-3.4067264,-3.402645,-7.293838,-3.2979374,0.1201857,3.8734632,Near normal,Very wet,Moderately wet,Near normal,Moderately wet,Very wet,Very wet,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/09/19,30.87674958,-2.6272104,severe,01/04/06,0.19146487,1.3496987,0.756609,0.73321563,0.9463988,1.2469931,1.7728226,0.78994757,-0.5475965,66.1270343,67.0357189,38.4466922,89.6504458,12.1532172,42.1157314,48.1436397,50.748143,37.7683289,-3.4084291,-5.5166745,0.39271978,-3.9788542,-4.5889277,-7.3198977,-1.6161634,-0.9517606,1.7624872,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet,Very wet,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/10/19,60.04004341,-3.158851,severe,01/05/06,0.6780072,0.89161676,-0.1733585,0.6848715,0.50641567,0.93030757,0.87065226,1.1927656,1.0153464,50.5035915,31.6536998,15.9348104,31.172948,6.33486413,11.9938876,15.0792307,39.9536791,71.6283451,-3.5292864,-4.077861,0.5377385,-1.93825,-3.2607076,-4.0172324,-5.6944637,-1.0385424,-0.8962526,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Moderately wet
Namibia,KwaZulu-Natal,NAM,01/11/19,147.1095595,-2.2651765,severe,01/06/06,0.9999653,0.4922712,-0.737039,0.64941615,-0.7964973,-0.5887131,0.33319202,1.353733,1.050522,11.3775685,4.463019,0.62878139,10.348723,3.63216883,3.35144172,8.56265362,7.01420064,22.5891864,-3.5466,-3.360087,1.6313376,-0.6334905,-2.2521572,-2.8142657,-2.8970952,-0.8788562,-2.787856,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Moderately wet
Namibia,KwaZulu-Natal,NAM,01/12/19,127.1788383,-1.7022321,moderate drought,01/07/06,0.8595274,0.04344149,-0.7605138,-0.2347027,-0.7560003,-0.8947483,-0.070173,1.0355438,1.3750129,20.9116313,6.18540567,1.36455226,4.42638073,0.66940261,1.07220485,0.99784934,9.73397122,52.9732171,-1.4832797,-2.692664,1.5052073,1.5843662,-1.9012876,-1.5832001,-2.6441453,-0.6370412,-2.1295881,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Moderately wet
Namibia,KwaZulu-Natal,NAM,01/01/20,131.5921152,-1.266143,moderate drought,01/08/06,1.5225004,1.2672079,0.7451726,0.7103798,-0.8371395,0.04987006,0.7302908,0.4565008,0.93772674,111.491498,70.9923256,35.4633998,68.9830877,8.21863337,34.8657968,31.4748489,28.5162652,81.7828894,-8.826562,-2.8985515,3.0976355,2.005465,-0.7093892,-0.1518971,-2.194041,0.5974943,-5.6296873,Very wet,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/02/20,159.3508482,-0.5478856,near normal,01/09/06,1.6225128,1.026523,0.37429032,0.7354566,-0.7368225,-0.1239773,0.3923891,0.13530645,0.8561672,53.8600694,6.98862284,5.34854201,56.9895228,5.267724,21.1743324,1.46879916,3.06349392,15.1581359,-6.0055704,-1.9399263,1.5224004,1.1762862,-1.2216324,-0.6140648,-1.9578227,0.95266765,-4.0358243,Very wet,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/03/20,57.92686586,-0.7036696,near normal,01/10/06,1.79377,0.5798653,-0.4451649,0.74059504,-1.2674693,-0.7214369,0.23238803,-0.0464304,0.57874316,94.6804564,56.9305841,47.496617,105.292178,13.7169687,62.1114453,37.9944164,13.1887834,24.4530215,-7.6268377,-1.628602,1.289031,-1.5695901,-1.7053279,-0.4928707,-2.6335356,1.1158005,-0.0197845,Very wet,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/04/20,114.640223,0.30007282,near normal,01/11/06,0.5665415,-0.3374199,-0.8362015,0.283195,-0.8007051,-1.0747404,-0.2907232,-1.3084157,-0.8334078,66.7750879,79.3754218,127.059293,120.519921,92.4900381,144.354136,73.476735,15.5567677,20.9452165,-7.628827,-1.8490736,0.00494852,-6.2883353,-1.5980824,-2.4227667,-1.9024115,0.4525133,-0.6668024,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Moderate drought,Near normal
Namibia,KwaZulu-Natal,NAM,01/05/20,8.076405686,-0.12916058,near normal,01/12/06,0.34756568,-0.2878794,-0.3364224,0.8732388,-0.7363745,-0.4258243,-0.5014018,-0.8676044,-0.5599708,85.4814963,103.873327,133.367842,179.269721,86.9499408,174.927654,101.439664,27.9716292,13.9462794,-6.8088865,-2.6189873,-2.1917753,-10.069119,-2.0665822,-3.8331313,-2.1680384,-1.0031734,-1.4172904,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
Namibia,KwaZulu-Natal,NAM,01/06/20,23.89321379,0.49160585,near normal,01/01/07,-0.4739685,-0.6528372,-0.6881625,0.07323343,-0.8049537,-0.7366631,-0.9799498,-0.982129,-1.0818226,65.4791466,46.0965796,54.9582109,82.8365087,34.866629,64.3364315,27.9537745,21.1255458,14.1806599,-2.0793717,-0.8989477,-0.5389465,-8.448131,-0.6122255,-4.3931394,-0.3737118,0.08379291,0.3575423,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought
Namibia,KwaZulu-Natal,NAM,01/07/20,8.024404176,-0.9123401,near normal,01/02/07,-0.9604455,-1.3979003,-1.759381,-0.7941774,-1.4850979,-1.1820797,-1.6383593,-1.2490597,-1.1719463,45.8080898,27.232745,20.7431699,68.4349306,31.4667893,63.0959548,16.5256209,6.26656812,17.512406,1.5634099,1.5354201,1.4304394,-2.1533887,1.461829,-0.2803311,1.2820253,1.0856788,2.2389061,Near normal,Moderate drought,Severe drought,Near normal,Moderate drought,Moderate drought,Severe drought,Moderate drought,Moderate drought
Namibia,KwaZulu-Natal,NAM,01/08/20,19.41467027,-0.7578573,near normal,01/03/07,-0.6342354,-1.7079393,-2.39802,-1.6857278,-1.4535414,-1.8879912,-1.7779318,-1.3604411,-0.7982251,90.4332682,43.1466744,27.7828269,80.892164,54.4911039,47.0267946,27.1014977,17.6421489,21.9523097,0.13789016,3.6847131,2.8700058,0.280108,2.3638306,1.5520662,3.328857,0.78127694,1.8752393,Near normal,Severe drought,Extreme drought,Severe drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal
South Africa,Limpopo,ZAR,01/06/19,1.487902481,-1.0077515,near normal,01/04/07,-0.4198998,-1.4951739,-2.0710063,-1.2408577,-1.1987714,-1.3298647,-1.5833805,-1.1115519,0.02784586,49.4791404,41.4558681,39.0300232,61.904493,28.2372669,47.2478031,21.6716605,15.9131519,37.2093641,-0.5236628,4.4071407,5.5497108,2.1199605,3.2848148,4.886088,3.9620206,-0.4285231,0.01400547,Near normal,Moderate drought,Extreme drought,Moderate drought,Moderate drought,Moderate drought,Severe drought,Moderate drought,Near normal
South Africa,Limpopo,ZAR,01/07/19,0.406561704,-2.8956149,near normal,01/05/07,-0.0171996,-1.022971,-1.6254894,-0.6637343,-0.7336567,-1.0884366,-1.0299484,-0.8137067,0.20134696,10.5268895,2.69467785,0.19249071,6.99657541,0.43206576,0.64155542,0.59227334,4.5546295,32.2346958,-0.1548606,3.1011362,2.8823354,2.1944315,1.9108965,2.555275,2.591909,0.13056739,-1.3978595,Near normal,Moderate drought,Severe drought,Near normal,Near normal,Moderate drought,Moderate drought,Near normal,Near normal
South Africa,Limpopo,ZAR,01/08/19,1.625570163,-3.7235625,near normal,01/06/07,-0.0445038,-0.175604,-0.5221839,0.2891035,-0.736487,-0.3017813,-0.3214838,-0.3462241,0.59912115,29.5654898,28.6375375,15.7608484,59.4839993,7.39424208,14.7899679,20.4153573,16.2108431,54.6213441,2.030913,3.0443878,3.6110044,3.0994308,1.6857158,3.5918946,3.1921186,0.52587295,-0.5624558,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/09/19,4.588474956,-2.5602043,Extreme,01/07/07,-0.1321535,-0.1742061,0.14373419,0.29598272,-0.2580329,-0.3758265,0.08581916,-0.2143077,0.75360763,12.4705833,1.49361394,3.74886107,4.63185127,9.0123366,6.49290232,1.58379634,7.26318517,45.9920527,2.5343454,3.0478938,3.8147714,2.7340806,1.6439286,2.5614398,3.0748718,1.4632753,-0.1868358,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/10/19,13.81341331,-2.2432747,Extreme,01/08/07,-0.1942154,0.07746767,0.6166203,0.33271614,-0.0606877,-0.2501663,0.5271986,0.14917623,0.5178885,18.1150312,4.83998141,0.81550127,21.0876714,2.25882813,5.58932034,0.4652131,3.65967592,27.2023625,4.2899036,3.7254682,2.50851,6.517545,0.9220469,4.4629674,3.363338,2.97014,0.01344251,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/11/19,70.2536669,-1.4978337,severe,01/09/07,-1.1680434,0.11967881,0.386796,-0.7112874,0.38178208,-0.9354895,1.1065376,-0.4680291,-0.3975499,21.466834,36.4350138,30.2013735,43.7040142,35.1354176,32.7215403,43.2968335,7.20297847,9.77180702,2.160236,0.9334959,0.38559157,3.2324164,-1.0197709,1.5302387,0.05828572,0.80710375,-0.3916548,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/12/19,113.3327028,-1.4361452,severe,01/10/07,-0.3078511,1.0078291,1.3080626,0.43661135,0.86830556,0.20570849,1.5844672,0.430923,-0.6594769,90.9530886,132.176143,127.692878,132.298944,46.8066896,106.249799,77.2504761,44.5988323,35.6244389,1.4702789,-0.0433107,-1.076271,1.5454187,-0.9740971,1.5205947,-0.103909,0.6110905,0.66850466,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Near normal,Very wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/01/20,106.6769355,-0.38967904,moderate drought,01/11/07,-0.1348282,1.2127359,0.7795931,0.7610533,1.3485053,0.7402096,1.3522968,0.7418899,0.6267866,86.8641009,92.788029,104.656519,114.319014,135.971373,131.671543,68.1866392,24.5319253,62.7757096,2.2934785,-0.1412355,-0.2825497,-2.3847756,-0.4735099,-0.422368,0.68599373,-0.4956748,0.00575019,Near normal,Moderately wet,Near normal,Near normal,Moderately wet,Near normal,Moderately wet,Near normal,Near normal
South Africa,Limpopo,ZAR,01/02/20,144.7596529,-0.07377701,near normal,01/12/07,0.7737025,1.1151334,0.3688904,0.6280926,1.595232,0.7469183,0.92614853,1.2669793,1.3949515,120.15781,90.9115916,84.6224407,97.8937911,131.683018,102.791407,89.956936,62.4968013,50.8572912,-0.5901679,-0.6058673,0.05441477,-4.003517,-1.762346,-1.0792959,0.29830623,0.49293253,-1.2973958,Near normal,Moderately wet,Near normal,Near normal,Very wet,Near normal,Near normal,Moderately wet,Moderately wet
South Africa,Limpopo,ZAR,01/03/20,19.67282056,-0.11155328,near normal,01/01/08,0.6767858,0.22426769,0.47953698,-0.3861228,1.0218353,0.6536654,0.672254,0.87935585,1.4185055,93.68033,93.5573249,145.729746,122.38513,128.390825,140.194578,124.36727,50.2774622,22.1112876,1.3184601,-0.1660633,-1.5976527,-1.8897678,-3.2287207,-2.5952797,-1.7652203,0.91413444,0.28816915,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet
South Africa,Limpopo,ZAR,01/04/20,31.85672882,-0.1247387,near normal,01/02/08,0.82622933,-0.1305679,0.4703742,-1.1365163,0.20294583,-0.1852206,0.37517253,0.61318326,0.93272233,94.8278649,54.336636,77.8943904,79.4611467,34.1546395,79.3856259,38.7093095,22.2714353,31.0862714,1.4687998,1.3962103,-0.0022142,1.3118386,0.00401039,1.3970608,-0.6335999,-0.0979942,-0.2591378,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/05/20,1.146848013,-0.7356149,near normal,01/03/08,0.15021206,0.0392084,0.9164807,-0.7025494,-0.2062536,0.12583391,0.6052273,0.16107558,-0.1825523,72.6806934,80.2271659,151.855771,101.203332,56.3749146,117.497453,112.755018,43.9700806,26.7246505,-0.5115894,1.7687201,-0.5107542,2.880027,0.7660176,2.2143123,0.02412069,-1.951244,-2.6219482,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/06/20,2.773163675,-0.26320854,near normal,01/04/08,0.01104553,-0.3149697,-0.2684403,0.03079093,-0.7333303,-0.5045735,-0.0372372,-0.2835041,-0.7355663,48.107571,24.3072934,14.7161371,98.2662547,20.9649008,48.8174577,7.76998851,9.53299409,12.4878831,0.382607,3.213805,0.19316287,0.29526645,0.76749355,1.4460263,1.2137738,-1.0026844,-0.6260564,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Limpopo,ZAR,01/07/20,2.419901221,-1.1582086,near normal,01/05/08,-0.3980207,0.2926409,0.30093026,0.49958673,-0.4895017,-0.0152692,0.6773821,0.13489616,-1.0715942,18.6934889,42.4358856,34.5432942,16.7550621,9.6049641,23.221023,47.6656872,42.5594244,29.2094612,0.9548312,1.9833245,0.9805837,0.6261083,1.3008138,2.3581498,0.15297137,-1.079327,-0.1389675,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought
South Africa,Limpopo,ZAR,01/08/20,5.910754505,-0.690253,near normal,01/06/08,0.16535507,0.35656008,-0.6895859,0.8402781,-0.8489412,-0.457715,0.09698685,0.6749248,-0.7777913,42.0058818,25.1916406,11.5469912,38.2250199,2.38650274,8.19560298,12.0419902,25.879499,43.7237099,1.018597,2.4055898,2.2818232,1.25927,1.9594579,3.8124108,0.83874,-0.6624092,-0.6144068,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/06/19,2.916765876,-0.42058176,near normal,01/07/08,-0.279336,0.99057394,0.11960395,-0.2846527,-1.2215804,-0.6655645,0.6459981,1.5281948,0.23001045,3.6016661,0.88720897,1.47309278,6.15427152,2.81215175,2.49751383,1.49039313,11.3178139,54.9476033,1.7257417,2.8042068,3.0205972,2.824041,2.323244,4.4715023,0.91096216,-1.4682544,-3.5680819,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Very wet,Near normal
South Africa,Mpumalanga,ZAR,01/07/19,1.214285298,-2.8837152,near normal,01/08/08,0.11692769,-0.369535,-1.3160696,-0.5552188,-1.7654953,-1.7804663,-1.442046,0.7626962,0.6166646,31.2885857,6.11093183,0.94348316,13.4942557,2.28504092,4.34791888,1.18263359,9.40980156,41.8543234,4.5087748,4.0952845,2.5420148,4.789253,1.3688924,3.9478896,1.815111,0.02552228,-1.9836676,Near normal,Near normal,Moderate drought,Near normal,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/08/19,5.595414252,-4.503947,near normal,01/09/08,-0.8233659,-1.2183247,-2.0616858,-0.8837075,-1.416091,-1.7269866,-0.9875904,0.18857357,0.8653288,14.7096826,3.60894054,1.10192533,49.9088562,2.31771669,13.054359,0.12688666,2.94038992,37.6466145,0.9556853,2.6450417,1.4166341,3.8230112,-0.1112035,3.0097978,0.21348631,-1.6754391,-4.0983524,Near normal,Moderate drought,Extreme drought,Near normal,Moderate drought,Severe drought,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/09/19,18.77131019,-2.3207612,near normal,01/10/08,-0.9414064,-1.3820297,-1.348399,-1.2652639,-1.514741,-1.5309709,-1.40061,-0.4881126,0.4648166,42.5593147,22.6633373,42.4820124,51.4896486,9.78893457,42.4506325,22.4146847,8.05761117,19.4741428,3.466002,4.0567336,2.3766115,3.857085,0.492691,3.054567,1.2417866,-0.3404235,-1.1715226,Near normal,Moderate drought,Moderate drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/10/19,34.36882867,-2.405926,extreme,01/11/08,-0.6921306,-0.387221,-0.665339,-0.8121756,-0.7131275,-1.0817302,-0.6958281,-0.3512327,0.96453273,92.7613634,101.350252,103.627658,107.580985,101.312701,131.084906,67.5351127,20.6345246,51.7321354,5.077758,4.308412,1.017656,3.293364,-1.1326976,1.7299469,1.9916655,0.94465464,0.24157995,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/11/19,113.9212356,-1.7530873,extreme,01/12/08,-0.6851159,-0.7407503,-0.8427487,-0.931075,-0.5797806,-0.7240499,-1.3146123,-1.3767458,0.11495017,75.1683365,54.9208556,83.3693552,111.644701,126.613309,140.55364,40.5643548,11.1019247,13.2658265,4.1293626,2.7688081,0.45340624,0.3351903,-0.2408039,0.6948933,1.3226186,0.31281343,0.4254613,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Moderate drought,Near normal
South Africa,Mpumalanga,ZAR,01/12/19,150.4359236,-1.1870898,severe,01/01/09,-0.5949417,0.201596,0.14547546,0.2143201,0.27488247,-0.2062117,0.2763974,-0.938691,-0.0252028,70.8835902,145.64113,202.341138,170.152325,155.097343,179.635544,173.247715,32.4946511,11.4530382,3.456949,1.2818376,-2.3580265,-1.9597033,-2.28692,-0.916555,-1.2156217,-0.7266447,-0.3784813,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/01/20,158.0958797,-0.5226748,near normal,01/02/09,0.13796453,0.36906165,0.53394645,0.6883339,0.11942012,0.29075345,0.4460535,0.03851639,-0.403149,152.98609,123.105574,132.688595,170.673636,78.4057263,128.998451,98.6400597,77.2404967,32.4870525,2.561952,1.8636477,-1.6488898,-0.5217187,-0.5842499,0.04675831,-0.5056742,-1.0495789,-0.1092107,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/02/20,147.4675035,-0.22243755,near normal,01/03/09,0.00181294,0.5175193,1.0370505,0.6034192,0.26431727,0.32718685,0.79921895,0.2564266,-0.7006812,32.1097643,44.8675843,96.0689009,81.647469,50.3692295,82.0303454,65.2362524,20.8024928,12.2319611,1.6130245,2.848001,1.0306479,-0.4026927,0.46390098,0.43808472,3.1612263,-0.1607518,0.56595486,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/03/20,59.44281601,-0.7788849,near normal,01/04/09,0.00305808,-0.1612598,0.47084796,0.0412972,-0.3273569,-0.1355312,-0.1464313,0.12776987,-0.5796106,32.6637147,14.9422753,2.77456275,39.5582223,3.93681893,9.5343746,5.29078342,26.5035921,37.0154694,3.4675956,4.650382,1.9197147,1.1598976,0.88889664,2.177729,4.3321123,0.36807176,1.1457956,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/04/20,83.60975417,-0.3260364,near normal,01/05/09,-0.9592493,-0.9356791,0.07232896,-0.251745,-0.3175086,-0.7369394,-0.4962688,-0.6843944,-0.6415761,17.1109932,30.2500834,19.4279167,22.483227,20.573112,19.669549,32.6860018,10.1038496,30.7227765,4.5106583,3.7732253,2.4191067,1.8887686,0.6706093,2.9948573,3.5151963,-0.2536484,0.63365287,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/05/20,1.497232486,-0.50908905,near normal,01/06/09,-0.3309304,-0.2605779,-0.2591038,0.23060301,-0.3028159,-0.6725948,-0.0982843,-0.1415534,0.21064767,24.4270319,38.4605914,20.8559702,17.4182224,19.409981,16.2858476,47.6893981,28.8933418,57.192261,2.4017818,3.0198154,2.1639245,3.1866477,1.244866,3.6154785,1.8408676,-0.7538104,-2.8826528,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/06/20,10.81183418,0.108195186,near normal,01/07/09,0.37838802,0.9429365,1.076962,0.77853996,0.85477877,0.7062149,1.2489078,0.28044993,-0.0300349,18.1715029,10.7077868,1.66935964,8.19221964,3.424049,2.5491555,9.78148276,9.47464664,34.5464604,2.992467,3.4600282,2.2110426,3.1563988,1.0595691,3.2004437,1.6380502,0.6099794,-2.6760027,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/07/20,2.946258788,-0.8628182,near normal,01/08/09,0.40141445,1.0047004,1.263783,0.83199,0.6339679,1.0619566,1.5071872,0.21856086,-0.3711507,24.0996423,18.89825,24.7839498,71.9119112,3.96389552,35.8696975,9.66529911,5.05646198,23.7071624,3.8040946,3.809564,3.8554657,3.9877164,1.6317648,5.0672317,2.6605904,1.7085454,0.06365799,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Moderately wet,Very wet,Near normal,Near normal
South Africa,Mpumalanga,ZAR,01/08/20,8.6277518,-0.5233573,near normal,01/09/09,-0.2969391,0.05557882,0.64672935,0.5863138,-0.2591231,-0.0347807,0.3859757,-0.6804397,-0.8869724,23.4133291,16.2454722,15.6082522,43.1682553,13.0428921,15.5283708,8.1497284,3.44246451,22.0840097,3.8141053,4.7017403,3.1869166,3.6903894,0.7191362,4.0579505,2.7515895,1.9637026,1.771701,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/06/19,0.119232926,0.39710665,near normal,01/10/09,0.297143,0.31915382,0.5881533,0.78573257,-0.7676283,-0.2169498,0.43475592,-0.4250959,-0.7857052,82.2377229,120.852067,81.8560847,128.662803,31.8315349,95.4796563,74.7036621,31.9769247,34.4256537,2.4259012,2.5658915,0.84009093,-0.3486111,-0.7913024,1.8353806,0.6740976,1.613151,3.0581374,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/07/19,0.040465836,-3.3875709,extreme,01/11/09,0.45011854,0.6278572,0.67580265,0.29694334,0.3397628,0.26072207,0.6399616,-0.0239981,0.04357006,72.2718622,79.6712747,127.70624,118.957707,107.248758,153.300001,82.4981395,23.4788688,37.8001245,0.49131986,0.2535871,0.14848895,-2.1217172,0.6518886,0.9084233,0.65276635,2.4987838,4.003829,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/08/19,0.307772152,-4.9854717,extreme,01/12/09,0.44599047,0.64490813,1.4942082,0.14005612,0.00704506,0.24527915,0.12252115,-0.1683259,0.17716287,57.0917666,58.6726177,101.472033,114.365247,75.958727,129.181732,61.2595762,19.2690994,14.5581838,-0.3587968,-0.4989674,-3.2056224,-5.8553996,-3.177604,-5.192118,0.00149504,0.20923674,1.1375716,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/09/19,2.268097354,-4.618714,extreme,01/01/10,0.46104357,1.134949,1.8248371,0.11075592,-0.1485287,0.20554382,0.6781924,0.50974965,0.02574625,132.015356,209.083926,201.04539,183.036252,104.186425,206.575808,196.460117,85.8936647,15.5418981,0.39899403,0.29048145,-1.6056228,-3.362821,1.7400544,-1.7255453,0.7334725,0.09854478,1.204875,Near normal,Moderately wet,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/10/19,3.176494526,-3.0129395,extreme,01/02/10,0.24867213,0.7513757,1.5355295,-0.5577982,-0.8717682,-0.6423129,0.47723314,0.43784225,-0.4622345,84.0627876,66.7713589,67.845856,87.5597865,68.8497625,87.5134738,44.2422948,49.2431768,38.881629,2.526383,-1.1900759,-1.4973855,-0.3578545,1.3584949,-1.2200933,-0.2611374,1.5879174,3.516725,Near normal,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/11/19,67.23781469,-2.6705399,extreme,01/03/10,0.23182613,0.75703734,0.9194447,-0.6286387,-1.0059655,-0.7891387,0.6067605,0.2618853,-0.5777088,45.9128657,76.5980407,78.1720976,83.8173526,31.7101953,85.1258715,63.3426974,32.4257134,21.7429527,1.535286,-1.0082572,-1.6409897,1.6650577,1.6049181,0.40256727,-0.4378667,1.2187322,2.3407452,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/12/19,142.1174564,-1.1614501,extreme,01/04/10,-0.5375022,-0.0813235,0.50584185,-1.1763412,0.01119351,-0.0006174,0.02630698,-0.6917206,-0.9789513,48.6804276,58.0104581,91.0886629,56.6682751,115.444029,125.078269,88.7148131,21.7261762,14.15741,0.85058075,-0.3411938,-0.9125478,-0.2603162,0.15831481,-1.9803222,1.6730431,1.295052,2.5552123,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
South Africa,North West,ZAR,01/01/20,83.03760373,-0.3540883,extreme,01/05/10,-0.6888061,-0.1635652,0.4148681,-0.814826,0.55482453,0.53121257,-0.0406635,-1.093905,-0.7739195,11.3876259,17.2902107,31.8902121,14.6645158,15.9165139,16.4765818,29.6833412,6.6689363,37.9436845,1.9826312,-0.0180154,-0.9599645,3.1666245,1.0510234,0.37265086,-1.5102832,-0.1658235,1.051783,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal
South Africa,North West,ZAR,01/02/20,62.16757538,0.34609532,extreme,01/06/10,-0.5415539,-0.2546754,0.5853762,-0.6406747,1.5876474,1.2951975,-0.0065517,-1.0743966,-0.7549947,30.2538019,13.8497184,0.69246744,15.6279946,3.03302861,3.61623727,0.63288601,5.82179604,37.3138172,3.041485,-0.0505236,-0.7317054,3.238974,-0.2980136,-0.417487,-1.1922575,0.76510525,0.8404316,Near normal,Near normal,Near normal,Near normal,Very wet,Moderately wet,Near normal,Moderate drought,Near normal
